Åland_Islands  Åland University of Applied Sciences  Mariehamn
India  Utkalmani Gopabandhu Institute of Engineering  Rourkela
India  Government Autonomous College, Rourkela  Rourkela
India  Mahatma Gandhi University  Kottayam
India  Baba Ghulam Shah Badshah University  Rajauri
India  Raniganj Girls' College  Raniganj
India  Sir Theagaraya College  Washermanpet
India  Navsari Agricultural University  India
India  Sri Ramakrishna Mission Vidyalaya Polytechnic College  India
India  St. Thomas College, Palai  Pala
India  Dibrugarh University  Assam
India  Shri Bhausaheb Hire Government Medical College, Dhule  Dhule
India  Bhilai Institute of Technology – Durg  Durg
India  Defence Institute of Advanced Technology  Pune
India  MIT College of Engineering  Pune
India  Nutan Marathi Vidyalaya  Pune
India  Indian Institute of Tropical Meteorology  Pune
India  Armed Forces Medical College, Pune  Pune
India  University of Pune  Pune
India  Balaji Institute of Telecom and Management Pune  Pune
India  Virtual Observatory India  Pune
India  Ghanashyama Hemalata Institute of Technology and Management  Puri
India  Government College of Engineering, Tirunelveli  Tirunelveli
India  Anna University of Technology Tirunelveli  Tirunelveli
India  Institute of Road & Transport Technology  Erode
India  IRT Perundurai Medical College  Erode
India  Andhra University College of Pharmaceutical Sciences  Visakhapatnam
India  Maharajah's Government College of Music and Dance  Vizianagaram
India  JSSATE Noida  Noida
India  VIVA College  Virar
India  Taki Government College  Taki
India  Sreegopal Banerjee College  Mogra
India  Mirik College  Mirik
India  Ravenshaw University  Orissa
India  College of Agricultural Engineering & Technology, Bhubaneswar  Orissa
India  Ghanashyama Hemalata Institute of Technology and Management  Orissa
India  College of Agricultural Engineering and Post Harvest Technology  Sikkim
India  Vignan University  Guntur
India  Karnataka State Open University  Mysore
India  Government Polytechnic, Nagpur  Nagpur
India  G.H.Raisoni Institute of Information Technology  Nagpur
India  Visvesvaraya National Institute of Technology  Nagpur
India  Smt. Shanti Devi School of Nursing  Rewari
India  Maharshi Dayanand University  Rohtak
India  Indian Institute of Management Rohtak  Rohtak
India  Bagnan College  Bagnan
India  Indira Gandhi Institute of Technology (Orissa)  Sarang
India  Vivekananda Mahavidyalaya, Haripal  Haripal_(community_development_block)
India  Mrinalini Dutta Mahavidyapith  Birati
India  Maheshtala College  Mahestala
India  Panchakot Mahavidyalaya  Sarbari
India  Saldiha College  Saldiha
India  Pandit Raghunath Murmu Smriti Mahavidyalaya  Jambani
India  Vidyanagar College  Charashyamdas
India  Global Academy of Technology  Bangalore
India  Xavier Institute of Management and Entrepreneurship  Bangalore
India  Goswami Ganesh Dutta Sanatan Dharma College  Chandigarh
India  St. Paul's College, Lucknow  Lucknow
India  Mahatma Gandhi Kashi Vidyapeeth  Varanasi
India  Institute of Management Studies, Ghaziabad  Ghaziabad
India  JKP Polytechnic College, Sonipat  Sonipat
India  Institute of Management & Information Science, Bhubaneswar  Bhubaneswar
India  JMIT  Yamuna Nagar
India  Mahatma Gandhi College, Purulia  Lalpur
India  Indian Institute of Science Education and Research, Kolkata  Mohanpur and Kolkata
India  Lucknow College of Arts and Crafts  Aliganj, Lucknow
India  Kerala Veterinary and Animal Sciences University  Pookode
India  Prathyusha Institute of Technology and Management  Aranvoyal Kuppam, Poonamallee
India  Roland Institute of Technology  Berhampur
India  MKCG Medical College and Hospital  Berhampur
India  Bhagalpur College of Engineering  Bhagalpur
India  Pandit Sundarlal Sharma (Open) University  Bilaspur,_Chhattisgarh
India  BCET Gurdaspur  Gurdaspur
India  Mangalore Institute of Technology & Engineering  Mangalore
India  Punjab Technical University  Jalandhar
India  Dr. B. R. Ambedkar National Institute of Technology  Jalandhar
India  Jalpaiguri Government Engineering College  Jalpaiguri
India  Ananda Chandra College  Jalpaiguri
India  North Bengal St. Xavier’s College  Jalpaiguri
India  Sukanta Mahavidyalaya  Jalpaiguri
India  Prathyusha Institute of Technology and Management  Tiruvallur
India  Vinayaka Missions University  Salem,_Tamil_Nadu
India  Periyar University  Salem,_Tamil_Nadu
India  Thiruvalluvar College of Engineering and Technology  Vandavasi
India  Mewar University  Chittorgarh
India  Gangarampur College  Gangarampur
India  Goa Institute of Management  Sanquelim
India  Sonamukhi College  Sonamukhi
India  Tarakeswar Degree College  Tarakeswar
India  Padre Conceicao College of Engineering  Verna,_Goa
India  Sarat Centenary College  Dhaniakhali_(community_development_block)
India  Adam's Engineering College  Palwancha
India  Navsari Agricultural University  Gujarat
India  Indian Institute of Technology Rajasthan  Jodhpur
India  Visva-Bharati University  Santiniketan
India  Luther W. New Jr. Theological College  Dehradun
India  Anand Agricultural University  Anand,_Gujarat
India  Global Open University  Dimapur
India  Raiganj College (University College)  Raiganj
India  Raiganj Surendranath Mahavidyalaya  Raiganj
India  College of Agricultural Engineering and Post Harvest Technology  Gangtok
India  Indian Institute of Management Kashipur  Kashipur,_Uttarakhand
India  Indian Institute of Management Shillong  Shillong
India  North Eastern Hill University  Shillong
India  Martin Luther Christian University  Shillong
India  M.E.S. Ponnani College, Ponnani  Ponnani
India  Sri C. Achutha Menon Government College  Thrissur
India  Sree Kerala Varma College  Thrissur
India  Kerala Veterinary College, Mannuthy  Thrissur
India  St. Mary's College, Thrissur  Thrissur
India  Jyothi Engineering College, Cheruthuruthy, Thrissur  Thrissur
India  Indian School of Mines  Dhanbad
India  P.E.S. Institute of Technology and Management  Shimoga
India  SIES College of Commerce and Economics  Sion,_Mumbai
India  Amrapali Institute – Lamachaur  Haldwani
India  Central University of Orissa, Koraput  Koraput
India  Kabi Sukanta Mahavidyalaya  Bhadreswar,_Hooghly
India  Shree Agrasen Mahavidyalaya(Dalkhola college)  Dalkhola
India  Krishna Chandra College  Hetampur
India  Ananda Marga College  Anandanagar
India  National Institute of Technology, Agartala  Jirania
India  Sir J. C. Bose School of Engineering  Mankundu
India  Maharaja Agrasen College  Delhi
India  Northern India Engineering College (Delhi)  Delhi
India  Acharya Narendra Dev College  Delhi
India  Delhi School of Management  Delhi
India  Netaji Subhas Institute of Technology  Delhi
India  Ambedkar Institute of Advanced Communication Technologies and Research  Delhi
India  Bharat Ratna Dr. B. R. Ambedkar University  Delhi
India  Mathematical Sciences Foundation  Delhi
India  Rai University  Delhi
India  Deen Dayal Upadhyaya College  Delhi
India  Patna University  Patna
India  Chanakya National Law University  Patna
India  Chandragupt Institute of Management  Patna
India  Maulana Azad College of Engineering and Technology  Patna
India  Chanakya National Law University  Bihar
India  Karnataka Veterinary, Animal and Fisheries Sciences University  Bidar
India  Indian Institute of Technology Bombay  Powai
India  Laundi College  Chhatarpur_district
India  K. K. Das College  Garia
India  Kulti College  Kulti
India  Maharaja Agrasen College of Engineering and Technology  J._P._Nagar,_Bangalore
India  Tata Institute of Fundamental Research  Mumbai
India  Sydenham Institute of Management Studies, Research and Entrepreneurship Education  Mumbai
India  Indian Institute of Technology Bombay  Mumbai
India  Vidyalankar Institute of Technology  Mumbai
India  Center for Excellence in Basic Sciences, Mumbai  Mumbai
India  Narsee Monjee College of Commerce and Economics  Mumbai
India  Atomic Energy Education Society  Mumbai
India  VIVA College  Mumbai
India  Sardar Patel Institute of Technology  Mumbai
India  Rai University  Mumbai
India  Rajasthan Institute of Engineering and Technology  Jaipur
India  Subodh College  Jaipur
India  Malaviya National Institute of Technology Jaipur  Jaipur
India  University of Rajasthan  Jaipur
India  Rajasthan University of Health Sciences  Jaipur
India  Baldev Ram Mirdha Institute of Technology  Jaipur
India  Birla Institute of Technology, Mesra  Ranchi
India  Cambridge Institute of Technology  Ranchi
India  National University of Study and Research in Law  Ranchi
India  Central University of Jharkhand  Ranchi
India  Jawaharlal Nehru Technological University, Anantapur  Anantapur,_Andhra_Pradesh
India  Indian Institute of Technology Kanpur  Kanpur
India  KIIT School of Management  Bhubaneswar
India  KIIT School of Technology  Bhubaneswar
India  C. V. Raman College of Engineering, Bhubaneshwar  Bhubaneswar
India  Hi-Tech Medical College & Hospital  Bhubaneswar
India  Sri Jayadev College of Pharmaceutical Sciences  Bhubaneswar
India  College of Agricultural Engineering & Technology, Bhubaneswar  Bhubaneswar
India  Government Engineering College, Jhalawar  Jhalrapatan
India  Bundelkhand Institute of Engineering & Technology  Jhansi
India  Vikram University  Ujjain
India  Vivekananda Mission Mahavidyalaya  Haldia
India  Sonarpur Mahavidyalaya  Rajpur_Sonarpur
India  Vidyalankar Institute of Technology  Wadala
India  Maharaja Nandakumar Mahavidyalaya  Nandakumar_(community_development_block)
India  Bhangar Mahavidyalaya  Bhangar
India  Kalasalingam University  Krishnankoil
India  Government College of Engineering, Amravati  Kathora_Naka
India  Institute of Advanced Studies in Education  Sardarsahar
India  Narajole Raj College  Narajole
India  Wayanad Muslim Orphanage  Muttil,_Kalpetta
India  Nagar College  Nagar,_Murshidabad
India  Dr. B.R. Ambedkar College  Betai
India  University18 Business School  New Delhi
India  Great Mission Teacher Training Institute, Delhi  New Delhi
India  Indraprastha Institute of Information Technology  New Delhi
India  St Joseph's College, Darjeeling  Darjeeling
India  Amrita School of Engineering  Coimbatore
India  Birla Institute of Technology and Science, Pilani – Hyderabad  Hyderabad
India  Bhavans Vivekananda College  Hyderabad
India  Institute of Hotel Management, Hyderabad  Hyderabad
India  Muzaffarpur Institute of Technology  Muzaffarpur
India  Tamil Nadu Veterinary and Animal Sciences University  Madhavaram Milk Colony, Chennai
India  Surendra Institute of Engineering & Management  Siliguri
India  Dr. Yashwant Singh Parmar University of Horticulture and Forestry  Solan173230
India  Sri Venkateswara College of Engineering, Tirupati  Tirupati (city)
India  CBM Bethel Hospital  Vuyyuru 521 165, Krishna District
India  Pandit Deendayal Petroleum University  Raisan, Gandhinagar
India  Sidho Kanho Birsha University  Purulia and Bankura
India  Venkateshwara Institute of Technology  NH-58, Delhi-Meerut Bypass, Jatoli, Meerut
India  KMP College of engineering  Cherukunnam
India  All India Institute of Medical Sciences  New_Delhi
India  Apeejay Institute of Design  New_Delhi
India  National Law University, Delhi  New_Delhi
India  CBP Government Engineering College  New_Delhi
India  Pusa Polytechnic  New_Delhi
India  School of Planning and Architecture, Delhi  New_Delhi
India  Dept. of Computer Science, University of Delhi  New_Delhi
India  Indian Institute of Technology Delhi  New_Delhi
India  Fore School of Management  New_Delhi
India  Hans Raj College  New_Delhi
India  International Management Institute (India)  New_Delhi
India  Army College of Medical Sciences  New_Delhi
India  Shaheed Sukhdev College of Business Studies  New_Delhi
India  Amity School of Engineering & Technology  New_Delhi
India  Indian Statistical Institute, Delhi Centre  New_Delhi
India  Mukkam Muslim Orphanage  Kozhikode
India  Calicut Medical College  Kozhikode
India  National Institute of Technology Calicut  Kozhikode
India  Rajiv Gandhi College of Engineering, Research and Technology, Chandrapur  Chandrapur
India  Bharathiar University  Coimbatore
India  SNS College of Technology  Coimbatore
India  Government Arts College, Coimbatore  Coimbatore
India  Coimbatore Medical College  Coimbatore
India  SNS College of Engineering  Coimbatore
India  Sri Ramakrishna Mission Vidyalaya Polytechnic College  Coimbatore
India  KGiSL Institute of Information Management  Coimbatore
India  Dr. Mahalingam College of Engineering and Technology  Coimbatore
India  Tamil Nadu Agricultural University  Coimbatore
India  Thakur Panchanan Mahila Mahavidyalaya  Cooch_Behar
India  University B.T. & Evening College  Cooch_Behar
India  Gour Mahavidyalaya  Old_Maldah
India  PEC University of Technology  Chandigarh
India  University Institute of Engineering and Technology, Panjab University  Chandigarh
India  Sun College of Engineering  Nagercoil
India  Ponjesly College of Engineering  Nagercoil
India  Adichunchanagiri Institute of Technology  Chikmagalur
India  Nirmala College  Muvattupuzha
India  Saltora Netaji Centenary College  Saltora_(community_development_block)
India  University of Kashmir  Hazratbal_Shrine
India  University of Kashmir  Srinagar
India  Government College of Engineering, Amravati  Amravati
India  Sant Gadge Baba Amravati University  Amravati
India  Khalsa College, Amritsar  Amritsar
